Above 50,company_category_code,company_country_code,company_state_code,company_region,company_city,investor_permalink,investor_name,investor_category_code,investor_country_code,investor_state_code,investor_region,investor_city,funding_round_type,funded_at,funded_month,funded_quarter,funded_year, raised_amount_usd 
no,biotech,USA,NC,Raleigh-Durham,Pittsboro,/financial-organization/quaker-bioventures,Quaker BioVentures,,USA,PA,Philadelphia,Philadelphia,series-b,9/1/2005,2005-09,2005-Q3,2005," $36,000,000.00 "
no,biotech,USA,MD,Baltimore,Towson,/financial-organization/quaker-bioventures,Quaker BioVentures,,USA,PA,Philadelphia,Philadelphia,series-a,6/16/2010,2010-06,2010-Q2,2010," $15,000,000.00 "
no,biotech,USA,PA,Philadelphia,Malvern,/financial-organization/quaker-bioventures,Quaker BioVentures,,USA,PA,Philadelphia,Philadelphia,series-c+,8/10/2010,2010-08,2010-Q3,2010," $32,000,000.00 "
no,biotech,USA,NJ,Princeton,Princeton,/financial-organization/quaker-bioventures,Quaker BioVentures,,USA,PA,Philadelphia,Philadelphia,series-c+,9/1/2010,2010-09,2010-Q3,2010," $20,000,000.00 "
yes,biotech,USA,CT,New Haven,New Haven,/financial-organization/quaker-bioventures,Quaker BioVentures,,USA,PA,Philadelphia,Philadelphia,venture,8/18/2010,2010-08,2010-Q3,2010," $50,100,000.00 "
no,biotech,USA,MA,Boston,Lexington,/financial-organization/quaker-bioventures,Quaker BioVentures,,USA,PA,Philadelphia,Philadelphia,series-c+,1/25/2011,2011-01,2011-Q1,2011," $37,500,000.00 "
no,biotech,USA,PA,Philadelphia,Malvern,/financial-organization/quaker-bioventures,Quaker BioVentures,,USA,PA,Philadelphia,Philadelphia,series-c+,5/16/2011,2011-05,2011-Q2,2011," $30,000,000.00 "
no,biotech,USA,MD,Washington DC,Glen Burnie,/financial-organization/quaker-bioventures,Quaker BioVentures,,USA,PA,Philadelphia,Philadelphia,venture,6/27/2011,2011-06,2011-Q2,2011," $35,000,000.00 "
no,biotech,USA,PA,Philadelphia,Philadelphia,/financial-organization/quaker-bioventures,Quaker BioVentures,,USA,PA,Philadelphia,Philadelphia,series-b,3/16/2012,2012-03,2012-Q1,2012," $28,000,000.00 "
no,medical,USA,PA,Philadelphia,Wayne,/financial-organization/quaker-bioventures,Quaker BioVentures,,USA,PA,Philadelphia,Philadelphia,series-a,9/5/2012,2012-09,2012-Q3,2012," $15,500,000.00 "
no,biotech,USA,MA,Boston,Lexington,/financial-organization/quaker-bioventures,Quaker BioVentures,,USA,PA,Philadelphia,Philadelphia,series-c+,4/29/2013,2013-04,2013-Q2,2013," $20,000,000.00 "
yes,biotech,USA,RI,Cumberland,Cumberland,/financial-organization/quaker-bioventures,Quaker BioVentures,,USA,PA,Philadelphia,Philadelphia,other,9/23/2013,2013-09,2013-Q3,2013," $67,000,000.00 "
no,biotech,USA,MA,Boston,Bedford,/financial-organization/quaker-partners,Quaker Partners,,,,unknown,,series-b,6/26/2013,2013-06,2013-Q2,2013," $32,600,000.00 "
no,biotech,USA,MD,Baltimore,Towson,/financial-organization/quaker-partners,Quaker Partners,,,,unknown,,series-a,10/2/2009,2009-10,2009-Q4,2009," $10,750,000.00 "
no,biotech,USA,CA,San Diego,San Diego,/financial-organization/qualcomm-ventures,Qualcomm Ventures,,USA,CA,San Diego,San Diego,series-b,3/31/2008,2008-03,2008-Q1,2008," $20,300,000.00 "
no,health,USA,CA,SF Bay,San Francisco,/financial-organization/qualcomm-ventures,Qualcomm Ventures,,USA,CA,San Diego,San Diego,series-a,8/2/2011,2011-08,2011-Q3,2011," $3,000,000.00 "
no,medical,USA,CA,San Diego,San Diego,/financial-organization/qualcomm-ventures,Qualcomm Ventures,,USA,CA,San Diego,San Diego,series-c+,12/13/2011,2011-12,2011-Q4,2011," $12,200,000.00 "
no,health,USA,CA,SF Bay,San Francisco,/financial-organization/qualcomm-ventures,Qualcomm Ventures,,USA,CA,San Diego,San Diego,series-b,6/10/2012,2012-06,2012-Q2,2012," $10,500,000.00 "
no,medical,USA,CA,San Diego,San Diego,/financial-organization/qualcomm-ventures,Qualcomm Ventures,,USA,CA,San Diego,San Diego,series-c+,4/20/2010,2010-04,2010-Q2,2010," $10,750,000.00 "
no,medical,USA,CA,San Diego,San Diego,/financial-organization/qualcomm-ventures,Qualcomm Ventures,,USA,CA,San Diego,San Diego,series-b,3/31/2008,2008-03,2008-Q1,2008," $20,300,000.00 "
no,health,USA,CA,SF Bay,San Francisco,/financial-organization/qualcomm-ventures,Qualcomm Ventures,,USA,CA,San Diego,San Diego,private-equity,8/13/2013,2013-08,2013-Q3,2013," $43,000,000.00 "
no,biotech,USA,IL,Chicago,Chicago,/financial-organization/quantitative-investment-management,Quantitative Investment Management,,,,unknown,,series-c+,10/25/2011,2011-10,2011-Q4,2011," $10,000,000.00 "
no,biotech,USA,CA,SF Bay,Brisbane,/financial-organization/quantum-technology-partners,Quantum Technology Partners,,USA,CA,SF Bay,San Jose,series-a,12/20/2004,2004-12,2004-Q4,2004," $13,000,000.00 "
no,biotech,USA,CA,SF Bay,Brisbane,/financial-organization/quantum-technology-partners,Quantum Technology Partners,,USA,CA,SF Bay,San Jose,series-b,2/26/2007,2007-02,2007-Q1,2007," $35,000,000.00 "
no,biotech,USA,CA,SF Bay,Brisbane,/financial-organization/quantum-technology-partners,Quantum Technology Partners,,USA,CA,SF Bay,San Jose,series-c+,1/12/2009,2009-01,2009-Q1,2009," $20,000,000.00 "
no,biotech,USA,CA,SF Bay,San Francisco,/financial-organization/quantum-technology-partners,Quantum Technology Partners,,USA,CA,SF Bay,San Jose,series-a,11/15/2007,2007-11,2007-Q4,2007," $3,300,000.00 "
no,biotech,USA,CA,SF Bay,Los Gatos,/financial-organization/quantum-technology-partners,Quantum Technology Partners,,USA,CA,SF Bay,San Jose,series-b,5/11/2007,2007-05,2007-Q2,2007," $16,000,000.00 "
no,biotech,USA,CA,SF Bay,San Francisco,/financial-organization/quantum-technology-partners,Quantum Technology Partners,,USA,CA,SF Bay,San Jose,series-b,1/14/2010,2010-01,2010-Q1,2010," $3,500,000.00 "
no,biotech,USA,CA,SF Bay,Menlo Park,/financial-organization/quantum-technology-partners,Quantum Technology Partners,,USA,CA,SF Bay,San Jose,series-c+,9/26/2007,2007-09,2007-Q3,2007," $40,000,000.00 "
no,biotech,USA,MA,Boston,Boston,/financial-organization/qubis,QUBIS,,GBR,,Belfast,Belfast,venture,4/4/2006,2006-04,2006-Q2,2006," $1,700,000.00 "
no,biotech,USA,KY,Louisville,Louisville,/financial-organization/queen-city-angels,Queen City Angels,,USA,OH,Cincinnati,Cincinnati,series-a,8/7/2006,2006-08,2006-Q3,2006," $930,000.00 "
no,medical,USA,OH,Cleveland,Willoughby,/financial-organization/queen-city-angels,Queen City Angels,,USA,OH,Cincinnati,Cincinnati,series-a,7/18/2012,2012-07,2012-Q3,2012," $3,500,000.00 "
no,biotech,USA,CA,San Diego,Carlsbad,/financial-organization/questmark,QuestMark Partners,,USA,MD,Baltimore,Baltimore,series-c+,6/9/2008,2008-06,2008-Q2,2008," $13,000,000.00 "
no,biotech,USA,CA,SF Bay,Fremont,/financial-organization/questmark,QuestMark Partners,,USA,MD,Baltimore,Baltimore,series-c+,10/9/2007,2007-10,2007-Q4,2007," $30,000,000.00 "
no,biotech,USA,CA,San Diego,Carlsbad,/financial-organization/questmark,QuestMark Partners,,USA,MD,Baltimore,Baltimore,venture,4/4/2007,2007-04,2007-Q2,2007," $18,000,000.00 "
no,biotech,USA,CA,SF Bay,Pleasanton,/financial-organization/questmark,QuestMark Partners,,USA,MD,Baltimore,Baltimore,series-c+,12/13/2011,2011-12,2011-Q4,2011," $40,000,000.00 "
no,biotech,USA,MD,Washington DC,Stevensville,/financial-organization/questmark,QuestMark Partners,,USA,MD,Baltimore,Baltimore,venture,4/25/2013,2013-04,2013-Q2,2013," $29,000,000.00 "
no,biotech,USA,CA,SF Bay,Hayward,/financial-organization/quilvest-ventures,Quilvest Ventures,,USA,NY,New York,New York,series-b,3/20/2007,2007-03,2007-Q1,2007," $50,000,000.00 "
no,biotech,USA,WA,Seattle,Seattle,/financial-organization/quogue-capital,Quogue Capital,,,,unknown,,series-c+,6/30/2010,2010-06,2010-Q2,2010," $40,000,000.00 "
no,biotech,USA,MA,Boston,Lexington,/financial-organization/qvt-financial,QVT Financial,,USA,NY,New York,New York,series-c+,4/30/2008,2008-04,2008-Q2,2008," $37,000,000.00 "
no,biotech,USA,MA,Boston,Lexington,/financial-organization/qvt-financial,QVT Financial,,USA,NY,New York,New York,series-b,11/30/2006,2006-11,2006-Q4,2006," $48,500,000.00 "
no,biotech,USA,MA,Boston,Lexington,/financial-organization/qvt-financial,QVT Financial,,USA,NY,New York,New York,series-a,7/17/2006,2006-07,2006-Q3,2006," $10,000,000.00 "
no,biotech,USA,CA,SF Bay,Redwood City,/financial-organization/ra-capital-management,RA Capital Management,,USA,MA,Boston,Boston,venture,6/27/2006,2006-06,2006-Q2,2006," $8,300,000.00 "
no,medical,USA,MA,Boston,Lexington,/financial-organization/ra-capital-management,RA Capital Management,,USA,MA,Boston,Boston,series-c+,5/26/2010,2010-05,2010-Q2,2010," $15,000,000.00 "
no,biotech,USA,CA,San Diego,San Diego,/financial-organization/ra-capital-management,RA Capital Management,,USA,MA,Boston,Boston,venture,1/7/2011,2011-01,2011-Q1,2011," $22,500,000.00 "
no,medical,USA,MA,Boston,Lexington,/financial-organization/ra-capital-management,RA Capital Management,,USA,MA,Boston,Boston,series-c+,8/10/2011,2011-08,2011-Q3,2011," $23,000,000.00 "
no,biotech,USA,MA,Boston,Boston,/financial-organization/ra-capital-management,RA Capital Management,,USA,MA,Boston,Boston,series-b,4/3/2012,2012-04,2012-Q2,2012," $37,000,000.00 "
yes,biotech,USA,MA,Boston,Cambridge,/financial-organization/ra-capital-management,RA Capital Management,,USA,MA,Boston,Boston,series-c+,7/25/2012,2012-07,2012-Q3,2012," $60,000,000.00 "
no,biotech,USA,VA,SF Bay,Richmond,/financial-organization/ra-capital-management,RA Capital Management,,USA,MA,Boston,Boston,private-equity,7/10/2013,2013-07,2013-Q3,2013," $12,000,000.00 "
yes,biotech,USA,MA,Boston,Watertown,/financial-organization/ra-capital-management,RA Capital Management,,USA,MA,Boston,Boston,series-c+,7/31/2013,2013-07,2013-Q3,2013," $60,000,000.00 "
no,biotech,USA,MA,Boston,Chelsea,/financial-organization/ra-capital-management,RA Capital Management,,USA,MA,Boston,Boston,series-b,9/11/2013,2013-09,2013-Q3,2013," $38,000,000.00 "
no,biotech,USA,FL,Fort Lauderdale,Plantation,/financial-organization/rab-capital,RAB Capital,,GBR,,London,London,venture,4/16/2007,2007-04,2007-Q2,2007," $3,000,000.00 "
no,biotech,USA,MN,Mendota Heights,Mendota Heights,/financial-organization/radius-ventures,Radius Ventures,,USA,NY,New York,New York,venture,8/25/2010,2010-08,2010-Q3,2010,
no,medical,USA,CA,SF Bay,Redwood City,/financial-organization/radius-ventures,Radius Ventures,,USA,NY,New York,New York,series-c+,8/30/2010,2010-08,2010-Q3,2010," $30,000,000.00 "
no,health,USA,CA,SF Bay,Sunnyvale,/financial-organization/radius-ventures,Radius Ventures,,USA,NY,New York,New York,venture,5/9/2011,2011-05,2011-Q2,2011," $6,500,000.00 "
no,biotech,USA,CA,San Diego,San Diego,/financial-organization/radius-ventures,Radius Ventures,,USA,NY,New York,New York,series-c+,6/10/2011,2011-06,2011-Q2,2011," $30,000,000.00 "
no,medical,USA,CA,SF Bay,Redwood City,/financial-organization/radius-ventures,Radius Ventures,,USA,NY,New York,New York,series-c+,6/21/2012,2012-06,2012-Q2,2012," $13,000,000.00 "
no,medical,USA,MN,Minneapolis,Minneapolis,/financial-organization/radius-ventures,Radius Ventures,,USA,NY,New York,New York,series-b,10/5/2012,2012-10,2012-Q4,2012," $10,400,000.00 "
no,biotech,USA,CA,San Diego,San Diego,/financial-organization/radius-ventures,Radius Ventures,,USA,NY,New York,New York,venture,11/6/2012,2012-11,2012-Q4,2012," $50,000,000.00 "
no,biotech,USA,MN,Mendota Heights,Mendota Heights,/financial-organization/radius-ventures,Radius Ventures,,USA,NY,New York,New York,venture,1/7/2013,2013-01,2013-Q1,2013," $7,000,000.00 "
no,medical,USA,NJ,Philadelphia,Moorestown,/financial-organization/radius-ventures,Radius Ventures,,USA,NY,New York,New York,private-equity,9/12/2013,2013-09,2013-Q3,2013," $4,000,000.00 "
no,medical,USA,CA,SF Bay,Menlo Park,/financial-organization/raffle-venture-partners,Raffle Venture Partners,,SGP,,Singapore - Other,,series-c+,11/9/2009,2009-11,2009-Q4,2009," $27,400,000.00 "
no,medical,USA,CA,SF Bay,Menlo Park,/financial-organization/raffle-venture-partners,Raffle Venture Partners,,SGP,,Singapore - Other,,series-c+,6/15/2011,2011-06,2011-Q2,2011," $30,000,000.00 "
no,biotech,USA,WA,Seattle,Seattle,/financial-organization/ramius-advisors,Ramius Advisors,,USA,NY,New York,New York,venture,9/24/2010,2010-09,2010-Q3,2010," $14,900,000.00 "
yes,biotech,USA,MA,Boston,Cambridge,/financial-organization/ramius-advisors,Ramius Advisors,,USA,NY,New York,New York,series-c+,7/25/2012,2012-07,2012-Q3,2012," $60,000,000.00 "
no,biotech,USA,NY,Clarence,Clarence,/financial-organization/rand-capital,Rand Capital,,USA,NY,Buffalo,Buffalo,venture,11/20/2012,2012-11,2012-Q4,2012," $1,000,000.00 "
no,biotech,USA,CA,SF Bay,Santa Clara,/financial-organization/rbc-venture-partners,RBC Venture Partners,,CAN,,Toronto,Toronto,series-c+,4/10/2009,2009-04,2009-Q2,2009," $10,000,000.00 "
no,biotech,USA,CA,SF Bay,Santa Clara,/financial-organization/rbc-venture-partners,RBC Venture Partners,,CAN,,Toronto,Toronto,series-b,1/1/2006,2006-01,2006-Q1,2006," $27,000,000.00 "
no,biotech,USA,CA,SF Bay,Santa Clara,/financial-organization/rbc-venture-partners,RBC Venture Partners,,CAN,,Toronto,Toronto,series-c+,10/14/2010,2010-10,2010-Q4,2010," $20,000,000.00 "
no,biotech,USA,CA,SF Bay,South San Francisco,/financial-organization/rct-bioventures,RCT BioVentures,,USA,AZ,Tucson,Tucson,series-b,2/9/2006,2006-02,2006-Q1,2006," $30,000,000.00 "
no,biotech,USA,MA,Boston,Cambridge,/financial-organization/red-abbey-venture-partners,Red Abbey Venture Partners,,USA,MD,Baltimore,Baltimore,series-b,4/21/2008,2008-04,2008-Q2,2008," $25,000,000.00 "
no,biotech,USA,CT,Westport,Westport,/financial-organization/red-abbey-venture-partners,Red Abbey Venture Partners,,USA,MD,Baltimore,Baltimore,series-c+,2/27/2007,2007-02,2007-Q1,2007," $25,500,000.00 "
no,biotech,USA,MD,Washington DC,Rockville,/financial-organization/red-abbey-venture-partners,Red Abbey Venture Partners,,USA,MD,Baltimore,Baltimore,series-c+,5/17/2006,2006-05,2006-Q2,2006," $45,000,000.00 "
no,biotech,USA,CA,SF Bay,Palo Alto,/financial-organization/red-abbey-venture-partners,Red Abbey Venture Partners,,USA,MD,Baltimore,Baltimore,series-c+,5/11/2005,2005-05,2005-Q2,2005," $25,000,000.00 "
no,biotech,USA,MD,Baltimore,Towson,/financial-organization/red-abbey-venture-partners,Red Abbey Venture Partners,,USA,MD,Baltimore,Baltimore,series-a,6/16/2010,2010-06,2010-Q2,2010," $15,000,000.00 "
no,biotech,USA,MD,Baltimore,Towson,/financial-organization/red-abbey-venture-partners,Red Abbey Venture Partners,,USA,MD,Baltimore,Baltimore,series-a,10/2/2009,2009-10,2009-Q4,2009," $10,750,000.00 "
no,health,USA,NY,New York,New York,/financial-organization/red-swan,Red Swan,,USA,,New York,New York City,series-a,7/19/2013,2013-07,2013-Q3,2013," $40,000,000.00 "
yes,medical,USA,CA,SF Bay,Santa Rosa,/financial-organization/redmile-group,Redmile Group,,USA,CA,SF Bay,San Francisco,series-c+,6/4/2012,2012-06,2012-Q2,2012," $60,000,000.00 "
no,medical,USA,MA,Boston,Cambridge,/financial-organization/redmile-group,Redmile Group,,USA,CA,SF Bay,San Francisco,series-b,9/20/2012,2012-09,2012-Q3,2012," $42,500,000.00 "
no,biotech,USA,MO,Saint Louis,St. Louis,/financial-organization/redmont-venture-partners,Redmont Venture Partners,,USA,AL,unknown,Vestavia Hills,series-b,8/12/2005,2005-08,2005-Q3,2005," $6,000,000.00 "
no,biotech,USA,AL,Birmingham,Birmingham,/financial-organization/redmont-venture-partners,Redmont Venture Partners,,USA,AL,unknown,Vestavia Hills,venture,9/20/2012,2012-09,2012-Q3,2012," $7,000,000.00 "
no,medical,USA,CA,SF Bay,San Francisco,/financial-organization/reed-elsevier,Reed Elsevier Ventures,,GBR,,London,London,series-c+,4/26/2010,2010-04,2010-Q2,2010," $14,000,000.00 "
no,biotech,USA,TX,Dallas,Dallas,/financial-organization/remeditex-ventures,Remeditex Ventures,,USA,TX,Dallas,Dallas,series-a,7/27/2011,2011-07,2011-Q3,2011," $18,000,000.00 "
no,biotech,USA,TX,Houston,Houston,/financial-organization/remeditex-ventures,Remeditex Ventures,,USA,TX,Dallas,Dallas,series-b,3/8/2012,2012-03,2012-Q1,2012," $20,000,000.00 "
no,biotech,USA,CO,Denver,Boulder,/financial-organization/remeditex-ventures,Remeditex Ventures,,USA,TX,Dallas,Dallas,series-b,4/24/2012,2012-04,2012-Q2,2012," $20,000,000.00 "
no,medical,USA,TX,San Antonio,San Antonio,/financial-organization/remeditex-ventures,Remeditex Ventures,,USA,TX,Dallas,Dallas,series-c+,9/8/2012,2012-09,2012-Q3,2012," $12,000,000.00 "
no,medical,USA,OR,Eugene,Bend,/financial-organization/research-corporation-technologies,Research Corporation Technologies,,USA,AZ,Tucson,Tucson,series-c+,2/9/2012,2012-02,2012-Q1,2012," $4,900,000.00 "
no,biotech,USA,NC,Raleigh-Durham,Raleigh,/financial-organization/research-triangle-ventures,Research Triangle Ventures,,USA,NC,Raleigh-Durham,Raleigh,series-a,9/27/2005,2005-09,2005-Q3,2005,
no,medical,USA,OH,Cleveland,Garfield Heights,/financial-organization/reservoir-venture-partners,Reservoir Venture Partners,,USA,OH,Columbus,Westerville,series-c+,10/25/2010,2010-10,2010-Q4,2010," $15,000,000.00 "
no,biotech,USA,OH,Cleveland,Cleveland,/financial-organization/reservoir-venture-partners,Reservoir Venture Partners,,USA,OH,Columbus,Westerville,series-b,7/16/2012,2012-07,2012-Q3,2012," $22,200,000.00 "
no,medical,USA,OH,Cleveland,Garfield Heights,/financial-organization/reservoir-venture-partners,Reservoir Venture Partners,,USA,OH,Columbus,Westerville,series-c+,1/10/2013,2013-01,2013-Q1,2013," $3,600,000.00 "
no,biotech,USA,NC,Raleigh-Durham,Morrisville,/financial-organization/rex-health-ventures,Rex Health Ventures,,USA,NC,Raleigh-Durham,Raleigh,venture,7/12/2012,2012-07,2012-Q3,2012," $500,000.00 "
no,medical,USA,NJ,Mt. Olive,Mt. Olive,/financial-organization/rft-investment-company,RFT Investment Company,,USA,GA,Atlanta,Atlanta,venture,5/24/2012,2012-05,2012-Q2,2012," $25,000,000.00 "
no,biotech,USA,CA,SF Bay,South San Francisco,/financial-organization/rho-capital-ventures,Rho Capital Partners,,USA,NY,New York,New York,series-a,2/1/2008,2008-02,2008-Q1,2008," $24,550,000.00 "
no,biotech,USA,CA,SF Bay,Palo Alto,/financial-organization/rho-capital-ventures,Rho Capital Partners,,USA,NY,New York,New York,series-c+,1/6/2009,2009-01,2009-Q1,2009," $50,000,000.00 "
no,biotech,USA,MA,Boston,Cambridge,/financial-organization/rho-capital-ventures,Rho Capital Partners,,USA,NY,New York,New York,series-c+,8/25/2009,2009-08,2009-Q3,2009," $29,000,000.00 "
no,biotech,USA,CA,SF Bay,South San Francisco,/financial-organization/rho-capital-ventures,Rho Capital Partners,,USA,NY,New York,New York,series-c+,1/12/2007,2007-01,2007-Q1,2007," $40,000,000.00 "
yes,biotech,USA,CA,SF Bay,South San Francisco,/financial-organization/rho-capital-ventures,Rho Capital Partners,,USA,NY,New York,New York,series-b,3/15/2010,2010-03,2010-Q1,2010," $51,000,000.00 "
no,biotech,USA,MA,Boston,Lexington,/financial-organization/rho-capital-ventures,Rho Capital Partners,,USA,NY,New York,New York,series-c+,6/11/2010,2010-06,2010-Q2,2010," $18,000,000.00 "
no,biotech,USA,CA,SF Bay,Palo Alto,/financial-organization/rho-capital-ventures,Rho Capital Partners,,USA,NY,New York,New York,series-c+,5/11/2005,2005-05,2005-Q2,2005," $25,000,000.00 "
no,biotech,USA,MA,Boston,Cambridge,/financial-organization/rho-capital-ventures,Rho Capital Partners,,USA,NY,New York,New York,venture,11/8/2005,2005-11,2005-Q4,2005," $21,000,000.00 "
no,medical,USA,CA,Los Angeles,Irvine,/financial-organization/rho-capital-ventures,Rho Capital Partners,,USA,NY,New York,New York,series-c+,6/2/2010,2010-06,2010-Q2,2010," $35,000,000.00 "
no,biotech,USA,CT,Shelton,Shelton,/financial-organization/rho-capital-ventures,Rho Capital Partners,,USA,NY,New York,New York,series-c+,7/21/2010,2010-07,2010-Q3,2010," $15,000,000.00 "
no,health,USA,NY,New York,New York,/financial-organization/rho-capital-ventures,Rho Capital Partners,,USA,NY,New York,New York,venture,11/13/2010,2010-11,2010-Q4,2010," $20,000,000.00 "
no,biotech,USA,CA,SF Bay,Brisbane,/financial-organization/rho-capital-ventures,Rho Capital Partners,,USA,NY,New York,New York,series-b,7/18/2011,2011-07,2011-Q3,2011," $44,000,000.00 "
no,biotech,USA,CA,SF Bay,South San Francisco,/financial-organization/rho-ventures,Rho Ventures,,USA,NY,New York,New York,series-c+,7/18/2013,2013-07,2013-Q3,2013," $50,000,000.00 "
